name,street,city,state,postalCode,floorSize,price,type_of_house,property_type,no_of_days,url
"801 Middlefield Rd Apt 4, Palo Alto, CA 94301",801 Middlefield Rd APT 4,Palo Alto,CA,94301,,"$3,898/mo",2 bds2 ba-- sqft,Apartment for rent,91 days ago,https://www.zillow.com/homedetails/801-Middlefield-Rd-APT-4-Palo-Alto-CA-94301/2094220623_zpid/
"463 W Meadow Dr, Palo Alto, CA 94306",463 W Meadow Dr,Palo Alto,CA,94306,"1,152","$3,500/mo","2 bds1.5 ba1,152 sqft",Townhouse for rent,93 days ago,https://www.zillow.com/homedetails/463-W-Meadow-Dr-Palo-Alto-CA-94306/19504173_zpid/
"623 Webster St, Palo Alto, CA 94301",623 Webster St,Palo Alto,CA,94301,550,"$2,500/mo",1 bd1 ba550 sqft,Condo for rent,93 days ago,https://www.zillow.com/homedetails/623-Webster-St-Palo-Alto-CA-94301/2085578662_zpid/
"204 Sequoia Ave #204, Palo Alto, CA 94306",204 Sequoia Ave #204,Palo Alto,CA,94306,"1,650","$4,500/mo","2 bds2 ba1,650 sqft",Apartment for rent,95 days ago,https://www.zillow.com/homedetails/204-Sequoia-Ave-204-Palo-Alto-CA-94306/2078844326_zpid/
"459 Homer Ave Apt 8, Palo Alto, CA 94301",459 Homer Ave APT 8,Palo Alto,CA,94301,"1,465","$5,000/mo","3 bds2.5 ba1,465 sqft",Condo for rent,96 days ago,https://www.zillow.com/homedetails/459-Homer-Ave-APT-8-Palo-Alto-CA-94301/19495867_zpid/
"3388 Kipling St, Palo Alto, CA 94306",3388 Kipling St,Palo Alto,CA,94306,"1,150","$5,750/mo","3 bds2 ba1,150 sqft",House for rent,96 days ago,https://www.zillow.com/homedetails/3388-Kipling-St-Palo-Alto-CA-94306/19502487_zpid/
"437 Stanford Ave, Palo Alto, CA 94306",437 Stanford Ave,Palo Alto,CA,94306,,"$2,295/mo",1 bd1 ba-- sqft,Apartment for rent,96 days ago,https://www.zillow.com/homedetails/437-Stanford-Ave-Palo-Alto-CA-94306/2088133501_zpid/
"3065 Greer Rd, Palo Alto, CA 94303",3065 Greer Rd,Palo Alto,CA,94303,"1,494","$6,500/mo","4 bds2 ba1,494 sqft",House for rent,97 days ago,https://www.zillow.com/homedetails/3065-Greer-Rd-Palo-Alto-CA-94303/19498376_zpid/
"3592 Arbutus Ave, Palo Alto, CA 94303",3592 Arbutus Ave,Palo Alto,CA,94303,"3,000","$7,750/mo","6 bds3 ba3,000 sqft",House for rent,97 days ago,https://www.zillow.com/homedetails/3592-Arbutus-Ave-Palo-Alto-CA-94303/19499173_zpid/
"84 Roosevelt Cir, Palo Alto, CA 94306",84 Roosevelt Cir,Palo Alto,CA,94306,"1,332","$4,200/mo","4 bds2 ba1,332 sqft",House for rent,102 days ago,https://www.zillow.com/homedetails/84-Roosevelt-Cir-Palo-Alto-CA-94306/19502978_zpid/
"2488 High St, Palo Alto, CA 94301",2488 High St,Palo Alto,CA,94301,600,"$2,150/mo",1 bd1 ba600 sqft,Apartment for rent,103 days ago,https://www.zillow.com/homedetails/2488-High-St-Palo-Alto-CA-94301/2108993870_zpid/
"573 Lytton Ave Apt A, Palo Alto, CA 94301",573 Lytton Ave APT A,Palo Alto,CA,94301,650,"$2,750/mo",1 bd1 ba650 sqft,Apartment for rent,103 days ago,https://www.zillow.com/homedetails/573-Lytton-Ave-APT-A-Palo-Alto-CA-94301/2110283546_zpid/
"3748 Laguna Ave, Palo Alto, CA 94306",3748 Laguna Ave,Palo Alto,CA,94306,"2,008","$7,800/mo","5 bds3 ba2,008 sqft",House for rent,107 days ago,https://www.zillow.com/homedetails/3748-Laguna-Ave-Palo-Alto-CA-94306/19505740_zpid/
"745 Barron Ave, Palo Alto, CA 94306",745 Barron Ave,Palo Alto,CA,94306,450,"$3,300/mo",1 bd1 ba450 sqft,Apartment for rent,108 days ago,https://www.zillow.com/homedetails/745-Barron-Ave-Palo-Alto-CA-94306/19505403_zpid/
"755 Northampton Dr, Palo Alto, CA 94303",755 Northampton Dr,Palo Alto,CA,94303,"2,395","$8,750/mo","5 bds3 ba2,395 sqft",House for rent,109 days ago,https://www.zillow.com/homedetails/755-Northampton-Dr-Palo-Alto-CA-94303/19470013_zpid/
"101 Alma St Apt 1, Palo Alto, CA 94301",101 Alma St APT 1,Palo Alto,CA,94301,828,"$3,600/mo",2 bds1 ba828 sqft,Apartment for rent,109 days ago,https://www.zillow.com/homedetails/101-Alma-St-APT-1-Palo-Alto-CA-94301/2084089909_zpid/
"1180 Forest Ave, Palo Alto, CA 94301",1180 Forest Ave,Palo Alto,CA,94301,"3,092","$9,500/mo","4 bds3 ba3,092 sqft",House for rent,111 days ago,https://www.zillow.com/homedetails/1180-Forest-Ave-Palo-Alto-CA-94301/19467640_zpid/
"1069 Moreno Ave #a, Palo Alto, CA 94303",1069 Moreno Ave #A,Palo Alto,CA,94303,,"$3,395/mo",1 bd1 ba-- sqft,Apartment for rent,113 days ago,https://www.zillow.com/homedetails/1069-Moreno-Ave-A-Palo-Alto-CA-94303/2079113998_zpid/
"(Undisclosed Address), Palo Alto, CA 94306",(undisclosed Address),Palo Alto,CA,94306,"1,300","$4,500/mo","4 bds2 ba1,300 sqft",House for rent,115 days ago,https://www.zillow.com/homedetails/Palo-Alto-CA-94306/2079130563_zpid/
"239 Seale Ave, Palo Alto, CA 94301",239 Seale Ave,Palo Alto,CA,94301,"1,100","$5,900/mo","2 bds1.5 ba1,100 sqft",House for rent,116 days ago,https://www.zillow.com/homedetails/239-Seale-Ave-Palo-Alto-CA-94301/153151998_zpid/
"1053 Cardinal Way, Palo Alto, CA 94303",1053 Cardinal Way,Palo Alto,CA,94303,"1,440","$4,600/mo","3 bds2 ba1,440 sqft",House for rent,117 days ago,https://www.zillow.com/homedetails/1053-Cardinal-Way-Palo-Alto-CA-94303/19498055_zpid/
"3195 Loma Verde Pl, Palo Alto, CA 94303",3195 Loma Verde Pl,Palo Alto,CA,94303,,"$2,900/mo",2 bds1 ba-- sqft,Townhouse for rent,12 hours ago,https://www.zillow.com/homedetails/3195-Loma-Verde-Pl-Palo-Alto-CA-94303/2096621351_zpid/
"2995 Middlefield Rd, Palo Alto, CA 94306",2995 Middlefield Rd,Palo Alto,CA,94306,200,"$1,500/mo",1 bd1 ba200 sqft,House for rent,21 hours ago,https://www.zillow.com/homedetails/2995-Middlefield-Rd-Palo-Alto-CA-94306/2077597918_zpid/
"841 La Jennifer Way, Palo Alto, CA 94306",841 La Jennifer Way,Palo Alto,CA,94306,275,"$1,900/mo",Studio1 ba275 sqft,Apartment for rent,1 day ago,https://www.zillow.com/homedetails/841-La-Jennifer-Way-Palo-Alto-CA-94306/19505583_zpid/
"525 Homer Ave #9, Palo Alto, CA 94301",525 Homer Ave #9,Palo Alto,CA,94301,800,"$3,500/mo",2 bds1.5 ba800 sqft,Apartment for rent,1 day ago,https://www.zillow.com/homedetails/525-Homer-Ave-9-Palo-Alto-CA-94301/2077603239_zpid/
"765 San Antonio Rd, Palo Alto, CA 94303",765 San Antonio Rd,Palo Alto,CA,94303,"1,100","$3,550/mo","2 bds2 ba1,100 sqft",Condo for rent,Play video iconVideo Walkthrough,https://www.zillow.com/homedetails/765-San-Antonio-Rd-Palo-Alto-CA-94303/2107563083_zpid/
"4171 Byron St, Palo Alto, CA 94306",4171 Byron St,Palo Alto,CA,94306,700,"$2,400/mo",1 bd1 ba700 sqft,Apartment for rent,1 day ago,https://www.zillow.com/homedetails/4171-Byron-St-Palo-Alto-CA-94306/2077603632_zpid/
"663 Channing Ave, Palo Alto, CA 94301",663 Channing Ave,Palo Alto,CA,94301,"1,000","$3,480/mo","2 bds1 ba1,000 sqft",Townhouse for rent,1 day ago,https://www.zillow.com/homedetails/663-Channing-Ave-Palo-Alto-CA-94301/2085750114_zpid/
"1146 Stanley Way, Palo Alto, CA 94303",1146 Stanley Way,Palo Alto,CA,94303,"2,770","$12,500/mo","5 bds3 ba2,770 sqft",House for rent,1 day ago,https://www.zillow.com/homedetails/1146-Stanley-Way-Palo-Alto-CA-94303/19468612_zpid/
"777 San Antonio Rd Apt 136, Palo Alto, CA 94303",777 San Antonio Rd APT 136,Palo Alto,CA,94303,946,"$2,950/mo",2 bds1 ba946 sqft,Apartment for rent,1 day ago,https://www.zillow.com/homedetails/777-San-Antonio-Rd-APT-136-Palo-Alto-CA-94303/19500953_zpid/
"2450 W Bayshore Rd Apt 9, Palo Alto, CA 94303",2450 W Bayshore Rd APT 9,Palo Alto,CA,94303,"1,134","$3,600/mo","3 bds2 ba1,134 sqft",Apartment for rent,Play video iconVideo Walkthrough,https://www.zillow.com/homedetails/2450-W-Bayshore-Rd-APT-9-Palo-Alto-CA-94303/19500211_zpid/
"(Undisclosed Address), Palo Alto, CA 94301",(undisclosed Address),Palo Alto,CA,94301,"2,500","$7,995/mo","4 bds3 ba2,500 sqft",House for rent,3 days ago,https://www.zillow.com/homedetails/Palo-Alto-CA-94301/2077619239_zpid/
"500 Palo Alto Ave Apt C, Palo Alto, CA 94301",500 Palo Alto Ave APT C,Palo Alto,CA,94301,800,"$3,000/mo",2 bds1 ba800 sqft,Apartment for rent,3 days ago,https://www.zillow.com/homedetails/500-Palo-Alto-Ave-APT-C-Palo-Alto-CA-94301/2085753867_zpid/
"1130 Parkinson Ave, Palo Alto, CA 94301",1130 Parkinson Ave,Palo Alto,CA,94301,"1,320","$5,000/mo","3 bds2 ba1,320 sqft",House for rent,3 days ago,https://www.zillow.com/homedetails/1130-Parkinson-Ave-Palo-Alto-CA-94301/19469130_zpid/
"3160 Waverley St, Palo Alto, CA 94306",3160 Waverley St,Palo Alto,CA,94306,"1,377","$4,250/mo","3 bds2 ba1,377 sqft",House for rent,3 days ago,https://www.zillow.com/homedetails/3160-Waverley-St-Palo-Alto-CA-94306/19502289_zpid/
"490 Fulton St, Palo Alto, CA 94301",490 Fulton St,Palo Alto,CA,94301,"1,626","$6,000/mo","3 bds2.5 ba1,626 sqft",Townhouse for rent,4 days ago,https://www.zillow.com/homedetails/490-Fulton-St-Palo-Alto-CA-94301/19470122_zpid/
"184 Tennyson Ave, Palo Alto, CA 94301",184 Tennyson Ave,Palo Alto,CA,94301,"3,374","$11,000/mo","6 bds4 ba3,374 sqft",House for rent,4 days ago,https://www.zillow.com/homedetails/184-Tennyson-Ave-Palo-Alto-CA-94301/19497169_zpid/
"513 Channing Ave, Palo Alto, CA 94301",513 Channing Ave,Palo Alto,CA,94301,"1,183","$4,250/mo","3 bds2.5 ba1,183 sqft",Apartment for rent,5 days ago,https://www.zillow.com/homedetails/513-Channing-Ave-Palo-Alto-CA-94301/19495848_zpid/
"(Undisclosed Address), Palo Alto, CA 94303",(undisclosed Address),Palo Alto,CA,94303,"2,600","$6,950/mo","6 bds3 ba2,600 sqft",House for rent,5 days ago,https://www.zillow.com/homedetails/Palo-Alto-CA-94303/2121215520_zpid/
"2374 Cowper St, Palo Alto, CA 94301",2374 Cowper St,Palo Alto,CA,94301,"1,450","$5,800/mo","3 bds2 ba1,450 sqft",House for rent,5 days ago,https://www.zillow.com/homedetails/2374-Cowper-St-Palo-Alto-CA-94301/19496751_zpid/
"4129 El Camino Way Apt H, Palo Alto, CA 94306",4129 El Camino Way APT H,Palo Alto,CA,94306,500,"$1,650/mo",Studio1 ba500 sqft,Apartment for rent,5 days ago,https://www.zillow.com/homedetails/4129-El-Camino-Way-APT-H-Palo-Alto-CA-94306/2080732614_zpid/
"290 Curtner Ave, Palo Alto, CA 94306",290 Curtner Ave,Palo Alto,CA,94306,800,"$2,750/mo",2 bds1.5 ba800 sqft,Apartment for rent,5 days ago,https://www.zillow.com/homedetails/290-Curtner-Ave-Palo-Alto-CA-94306/153159097_zpid/
"932 Sandpiper Ln, Palo Alto, CA 94303",932 Sandpiper Ln,Palo Alto,CA,94303,"1,197","$3,895/mo","2 bds2 ba1,197 sqft",Townhouse for rent,6 days ago,https://www.zillow.com/homedetails/932-Sandpiper-Ln-Palo-Alto-CA-94303/82949693_zpid/
"2928 Louis Rd, Palo Alto, CA 94303",2928 Louis Rd,Palo Alto,CA,94303,"1,360","$5,400/mo","4 bds2 ba1,360 sqft",House for rent,6 days ago,https://www.zillow.com/homedetails/2928-Louis-Rd-Palo-Alto-CA-94303/19499597_zpid/
"2901 Middlefield Rd #xcfeuzxsk, Palo Alto, CA 94306",2901 Middlefield Rd #XCFEUZXSK,Palo Alto,CA,94306,700,"$3,250+/mo",1 bd1 ba700 sqft,Apartment for rent,,https://www.zillow.com/homedetails/2901-Middlefield-Rd-XCFEUZXSK-Palo-Alto-CA-94306/2080237584_zpid/
"2861 Alma St, Palo Alto, CA 94306",2861 Alma St,Palo Alto,CA,94306,850,"$2,700/mo",Studio2 ba850 sqft,Apartment for rent,6 days ago,https://www.zillow.com/homedetails/2861-Alma-St-Palo-Alto-CA-94306/153158413_zpid/
"752 University Ave, Palo Alto, CA 94301",752 University Ave,Palo Alto,CA,94301,"1,280","$3,800/mo","2 bds2 ba1,280 sqft",Apartment for rent,6 days ago,https://www.zillow.com/homedetails/752-University-Ave-Palo-Alto-CA-94301/19466695_zpid/
"315 Homer Ave, Palo Alto, CA 94301",315 Homer Ave,Palo Alto,CA,94301,"1,546","$6,300/mo","2 bds2 ba1,546 sqft",Apartment for rent,6 days ago,https://www.zillow.com/homedetails/315-Homer-Ave-Palo-Alto-CA-94301/2077673288_zpid/
"786 University Ave, Palo Alto, CA 94301",786 University Ave,Palo Alto,CA,94301,"1,313","$3,997/mo","2 bds2 ba1,313 sqft",Apartment for rent,7 days ago,https://www.zillow.com/homedetails/786-University-Ave-Palo-Alto-CA-94301/19466709_zpid/
"2452 W Bayshore Rd Apt 8, Palo Alto, CA 94303",2452 W Bayshore Rd APT 8,Palo Alto,CA,94303,"1,134","$3,600/mo","3 bds2 ba1,134 sqft",Apartment for rent,7 days ago,https://www.zillow.com/homedetails/2452-W-Bayshore-Rd-APT-8-Palo-Alto-CA-94303/19500227_zpid/
"216 Emerson St, Palo Alto, CA 94301",216 Emerson St,Palo Alto,CA,94301,"1,000","$4,250/mo","2 bds1 ba1,000 sqft",Apartment for rent,7 days ago,https://www.zillow.com/homedetails/216-Emerson-St-Palo-Alto-CA-94301/2079006619_zpid/
"252 Colorado Ave, Palo Alto, CA 94301",252 Colorado Ave,Palo Alto,CA,94301,"2,879","$11,000/mo","5 bds3.5 ba2,879 sqft",House for rent,7 days ago,https://www.zillow.com/homedetails/252-Colorado-Ave-Palo-Alto-CA-94301/19502608_zpid/
"800 High St Apt 114, Palo Alto, CA 94301",800 High St APT 114,Palo Alto,CA,94301,"1,270","$5,950/mo","2 bds2 ba1,270 sqft",Condo for rent,7 days ago,https://www.zillow.com/homedetails/800-High-St-APT-114-Palo-Alto-CA-94301/69301321_zpid/
"1820 Bret Harte St, Palo Alto, CA 94303",1820 Bret Harte St,Palo Alto,CA,94303,"4,567","$17,950/mo","5 bds4.5 ba4,567 sqft",House for rent,7 days ago,https://www.zillow.com/homedetails/1820-Bret-Harte-St-Palo-Alto-CA-94303/19469806_zpid/
"735 Waverley St, Palo Alto, CA 94301",735 Waverley St,Palo Alto,CA,94301,750,"$2,700/mo",1 bd1 ba750 sqft,Apartment for rent,8 days ago,https://www.zillow.com/homedetails/735-Waverley-St-Palo-Alto-CA-94301/2097437570_zpid/
"1144 Forest Ave, Palo Alto, CA 94301",1144 Forest Ave,Palo Alto,CA,94301,"1,249","$4,800/mo","3 bds2 ba1,249 sqft",House for rent,Play video iconVideo Walkthrough,https://www.zillow.com/homedetails/1144-Forest-Ave-Palo-Alto-CA-94301/19467624_zpid/
"122 Tennyson Ave, Palo Alto, CA 94301",122 Tennyson Ave,Palo Alto,CA,94301,,"$2,650/mo",2 bds1.5 ba-- sqft,Townhouse for rent,8 days ago,https://www.zillow.com/homedetails/122-Tennyson-Ave-Palo-Alto-CA-94301/2077700998_zpid/
"(Undisclosed Address), Palo Alto, CA 94306",(undisclosed Address),Palo Alto,CA,94306,400,"$1,950/mo",Studio1 ba400 sqft,House for rent,8 days ago,https://www.zillow.com/homedetails/Palo-Alto-CA-94306/2081519029_zpid/
"3753 Nathan Way, Palo Alto, CA 94303",3753 Nathan Way,Palo Alto,CA,94303,"2,900","$7,000/mo","6 bds3 ba2,900 sqft",House for rent,9 days ago,https://www.zillow.com/homedetails/3753-Nathan-Way-Palo-Alto-CA-94303/19498713_zpid/
"2719 Greer Rd, Palo Alto, CA 94303",2719 Greer Rd,Palo Alto,CA,94303,"1,906","$6,995/mo","4 bds3 ba1,906 sqft",House for rent,9 days ago,https://www.zillow.com/homedetails/2719-Greer-Rd-Palo-Alto-CA-94303/19498246_zpid/
"(Undisclosed Address), Palo Alto, CA 94306",(undisclosed Address),Palo Alto,CA,94306,600,"$3,400/mo",1 bd1 ba600 sqft,Apartment for rent,10 days ago,https://www.zillow.com/homedetails/Palo-Alto-CA-94306/2079612682_zpid/
"424 Webster St, Palo Alto, CA 94301",424 Webster St,Palo Alto,CA,94301,"1,260","$5,200/mo","2 bds2 ba1,260 sqft",Condo for rent,10 days ago,https://www.zillow.com/homedetails/424-Webster-St-Palo-Alto-CA-94301/19496047_zpid/
"192 Webster St, Palo Alto, CA 94301",192 Webster St,Palo Alto,CA,94301,575,"$2,700/mo",1 bd1 ba575 sqft,Apartment for rent,10 days ago,https://www.zillow.com/homedetails/192-Webster-St-Palo-Alto-CA-94301/2077709554_zpid/
"3353 Saint Michael Ct, Palo Alto, CA 94306",3353 Saint Michael Ct,Palo Alto,CA,94306,"2,806","$6,600/mo","4 bds2.5 ba2,806 sqft",House for rent,10 days ago,https://www.zillow.com/homedetails/3353-Saint-Michael-Ct-Palo-Alto-CA-94306/19501627_zpid/
"2925 Greer Rd #b, Palo Alto, CA 94303",2925 Greer Rd #B,Palo Alto,CA,94303,300,"$1,950/mo",Studio1 ba300 sqft,Condo for rent,10 days ago,https://www.zillow.com/homedetails/2925-Greer-Rd-B-Palo-Alto-CA-94303/2077713597_zpid/
"552 Georgia Ave, Palo Alto, CA 94306",552 Georgia Ave,Palo Alto,CA,94306,350,"$1,695/mo",1 bd1 ba350 sqft,Apartment for rent,10 days ago,https://www.zillow.com/homedetails/552-Georgia-Ave-Palo-Alto-CA-94306/2077713676_zpid/
"410 Webster St #410, Palo Alto, CA 94301",410 Webster St #410,Palo Alto,CA,94301,700,"$2,650/mo",1 bd1 ba700 sqft,Apartment for rent,10 days ago,https://www.zillow.com/homedetails/410-Webster-St-410-Palo-Alto-CA-94301/2077714480_zpid/
"225 High St, Palo Alto, CA 94301",225 High St,Palo Alto,CA,94301,"1,100","$4,495/mo","2 bds2 ba1,100 sqft",Apartment for rent,11 days ago,https://www.zillow.com/homedetails/225-High-St-Palo-Alto-CA-94301/19495521_zpid/
"279 Curtner Ave, Palo Alto, CA 94306",279 Curtner Ave,Palo Alto,CA,94306,,"$1,800/mo",1 bd1 ba-- sqft,Apartment for rent,11 days ago,https://www.zillow.com/homedetails/279-Curtner-Ave-Palo-Alto-CA-94306/2077718213_zpid/
"860 Lytton Ave, Palo Alto, CA 94301",860 Lytton Ave,Palo Alto,CA,94301,923,"$4,400/mo",2 bds2 ba923 sqft,House for rent,11 days ago,https://www.zillow.com/homedetails/860-Lytton-Ave-Palo-Alto-CA-94301/2108659197_zpid/
"14 Phillips Rd, Palo Alto, CA 94303",14 Phillips Rd,Palo Alto,CA,94303,"1,605","$6,500/mo","3 bds2 ba1,605 sqft",House for rent,11 days ago,https://www.zillow.com/homedetails/14-Phillips-Rd-Palo-Alto-CA-94303/19467083_zpid/
"235 Scripps Ct, Palo Alto, CA 94306",235 Scripps Ct,Palo Alto,CA,94306,900,"$3,995/mo",2 bds2 ba900 sqft,House for rent,11 days ago,https://www.zillow.com/homedetails/235-Scripps-Ct-Palo-Alto-CA-94306/2082465689_zpid/
"460 Everett Ave Apt 4, Palo Alto, CA 94301",460 Everett Ave APT 4,Palo Alto,CA,94301,620,"$2,495/mo",1 bd1 ba620 sqft,Apartment for rent,11 days ago,https://www.zillow.com/homedetails/460-Everett-Ave-APT-4-Palo-Alto-CA-94301/2077727134_zpid/
"837 Wintergreen Way, Palo Alto, CA 94303",837 Wintergreen Way,Palo Alto,CA,94303,"1,800","$5,500/mo","3 bds2 ba1,800 sqft",House for rent,11 days ago,https://www.zillow.com/homedetails/837-Wintergreen-Way-Palo-Alto-CA-94303/19499540_zpid/
"119 Walter Hays Dr, Palo Alto, CA 94303",119 Walter Hays Dr,Palo Alto,CA,94303,"2,123","$7,300/mo","4 bds2 ba2,123 sqft",House for rent,11 days ago,https://www.zillow.com/homedetails/119-Walter-Hays-Dr-Palo-Alto-CA-94303/19468670_zpid/
"745 Waverley St, Palo Alto, CA 94301",745 Waverley St,Palo Alto,CA,94301,700,"$2,000/mo",1 bd1 ba700 sqft,Apartment for rent,11 days ago,https://www.zillow.com/homedetails/745-Waverley-St-Palo-Alto-CA-94301/2077729965_zpid/
"2721 Midtown Ct, Palo Alto, CA 94303",2721 Midtown Ct,Palo Alto,CA,94303,750,"$2,150/mo",1 bd1 ba750 sqft,Apartment for rent,12 days ago,https://www.zillow.com/homedetails/2721-Midtown-Ct-Palo-Alto-CA-94303/300472534_zpid/
